5.892	Down
7.275	Down
8.191	Up
8.878	Right
9.107	Right
10.023	Left
10.367	Down
10.605	Up
10.71	Left
10.92	Right
11.159	Down
11.388	Down
12.762	Left
13.201	Down
13.678	Left
14.021	Down
14.231	Up
14.355	Left
14.575	Right
14.804	Down
15.042	Left
15.176	Up
15.491	Left
15.72	Right
15.825	Left
16.178	Up
16.407	Left
16.855	Left
17.304	Up
17.771	Down
18.22	Right
18.668	Left
19.117	Down
19.584	Right
20.033	Down
20.5	Up
20.987	Left
21.416	Up
21.865	Left
22.313	Down
22.781	Left
23.229	Up
23.678	Right
24.145	Down
24.594	Right
25.071	Up
25.51	Down
25.958	Up
26.407	Left
26.884	Down
27.333	Right
27.8	Down
28.249	Right
28.716	Left
29.165	Up
29.613	Right
30.052	Down
30.529	Right
30.978	Left
31.426	Right,4
33.478	Left
33.888	Left
35.09	Left,4
38.745	Left
42.39	Down
42.838	Down
44.174	Down
44.67	Left
45.119	Right
45.567	Up
46.035	Down
46.483	Left
46.96	Up
47.399	Down
47.848	Right
48.315	Left
48.764	Up
49.203	Down
49.689	Up
50.138	Left
50.577	Right
51.054	Down
51.502	Left
51.951	Up
52.418	Left
52.867	Right
53.354	Down
53.783	Left
54.212	Up
54.699	Down
55.147	Right
55.596	Left
56.063	Down
56.302	Down
56.512	Down
56.75	Down
57.008	Down
57.428	Left
57.876	Right
58.315	Up
58.745	Right
60.157	Left
60.605	Right
61.054	Left
61.521	Up
61.97	Down
62.447	Right
62.886	Right
63.315	Left
63.792	Up
64.26	Left
64.708	Down
65.147	Up
65.625	Left
66.063	Up
66.521	Right
66.989	Down
67.437	Left
67.857	Right
68.354	Down
68.802	Down
69.25	Up
69.718	Right
70.166	Left
70.52	Up
71.083	Left
71.531	Right
71.979	Down
72.428	Up
72.895	Left
73.344	Up
73.687	Right
74.031	Down
74.26	Right
75.157	Left
75.625	Up
76.073	Up
76.521	Right
76.989	Right
77.437	Down
77.829	Left
78.354	Left
78.802	Down
79.25	Right
79.699	Right
80.166	Down
80.615	Down
81.063	Right
81.541	Left
81.979	Right
82.428	Down
82.876	Left
83.354	Up
83.802	Right
84.241	Left,2
86.083	Left
86.531	Down
86.941	Left
87.208	Up
87.428	Down
87.657	Right
87.895	Left
88.344	Up
88.573	Down
88.707	Right
89.041	Down
89.26	Left
89.699	Up
90.157	Left
90.625	Down
91.073	Right
91.521	Left
91.989	Down
92.437	Up
92.886	Left
93.325	Right
93.802	Down
94.25	Up
94.699	Left
95.166	Right
95.615	Left
96.063	Up
96.512	Up
96.922	Up,6.583
100.395	Up
100.844	Up
101.312	Up
101.521	Up
101.808	Up
102.065	Up
102.418	Up
102.876	Left
104.222	Up
104.708	Left
105.147	Left
105.596	Up
106.13	Left
106.521	Up
106.999	Left
107.409	Up
107.915	Left,3
109.699	Left
110.147	Up
110.596	Left
111.025	Right
111.474	Down
111.96	Left
112.418	Right
112.876	Down
113.325	Up
113.773	Left
114.193	Right
114.689	Down
115.138	Right
115.605	Left
116.054	Up
116.292	Left
116.502	Left
116.731	Left
116.979	Right
117.418	Left
117.867	Down
118.105	Left
118.315	Up
118.554	Right
118.773	Right
119.231	Left
119.575	Left
119.68	Up
119.918	Down
120.128	Right
120.367	Left
120.558	Right
121.044	Left
121.388	Down
121.493	Left
121.731	Up
121.941	Right
122.18	Left
122.437	Right
122.857	Down
123.201	Up
123.544	Left
123.754	Right
123.993	Left
124.203	Right
124.67	Left
125.014	Left
125.119	Right
125.357	Left
125.567	Down
125.777	Right
126.044	Up
126.483	Down
126.827	Up
126.932	Left
127.17	Down
127.38	Right
127.619	Left
127.8	Right
128.296	Left
128.754	Up
129.193	Left
129.651	Down
130.109	Left
130.596	Up
131.006	Left
131.483	Down
131.922	Up
132.819	Left
133.735	Down
134.661	Up
135.1	Left
135.548	Right
136.474	Left
137.361	Right
138.707	Right
139.174	Left
139.518	Left
139.756	Down
139.861	Left
140.071	Right
140.31	Up
140.52	Left
140.968	Left
141.35	Down
141.445	Up
141.674	Left
141.884	Right
142.123	Left
142.333	Down
142.781	Left
143.229	Up
143.487	Right
143.697	Left
143.936	Down
144.145	Right
144.384	Left
144.594	Up
144.833	Left
145.262	Up
145.51	Left
145.958	Right
