7.363	Left
7.746	Down
8.193	Down
8.632	Left
9.079	Right
9.527	Left
9.975	Up
10.413	Down
10.861	Up
11.309	Left
11.757	Right
12.204	Down
12.643	Up
13.091	Down
13.538	Left
13.977	Right
14.434	Up
14.872	Down
15.32	Right
15.759	Up
16.206	Right
16.654	Down
17.102	Right
17.55	Up
17.997	Left
18.436	Right
18.884	Down
19.331	Right
19.77	Up
20.218	Left
20.665	Down
21.113	Up
21.551	Right
21.999	Left
22.447	Down
22.671	Right
22.895	Right
23.24	Left,4
26.943	Right,4
30.451	Left
30.852	Right
31.346	Right
31.785	Down
32.232	Right
32.671	Up
33.119	Down
33.566	Up
34.005	Right
34.462	Left
34.891	Down
35.348	Up
35.787	Right
36.02	Left
36.225	Left
37.578	Left
38.016	Right
38.454	Down
38.902	Up
39.35	Right
39.788	Left
40.236	Left
40.675	Down
41.104	Right,4
42.913	Right
43.249	Right
43.417	Right
43.632	Right
44.676	Left
45.124	Down
45.572	Up
46.01	Left
46.468	Right
46.906	Down
47.354	Up
47.792	Left
48.231	Right
48.678	Down
49.126	Down
49.565	Up
50.012	Right
50.46	Down
50.908	Up
51.346	Right
51.794	Left
52.279	Right
52.68	Down
53.128	Right
53.566	Down
54.014	Up
55.348	Left
55.787	Down
56.225	Right
56.673	Down
57.121	Up
57.559	Left
58.007	Down
58.445	Right
58.865	Left,2
58.865	Right,2
61.561	Right
61.999	Left
62.447	Left
62.447	Right
65.106	Left
65.581	Down
66.029	Left,2
66.029	Right,2
67.764	Down
68.212	Up
68.65	Right
69.089	Left
69.546	Left
69.975	Up
70.423	Left
73.1	Left,4
76.542	Right,4
80.18	Left
80.18	Right
81.057	Left
81.505	Left
81.953	Right
82.382	Down
82.829	Up
83.268	Right
83.706	Left
85.871	Up
86.813	Left
87.232	Left
87.232	Right
87.699	Down
88.137	Up
88.566	Right
89.024	Down
89.453	Right
89.9	Up
90.348	Right
90.861	Right,4.354
95.274	Left
96.15	Left
96.551	Down
96.551	Up
100.059	Left
100.376	Up
100.815	Up
101.001	Left
102.568	Up
102.755	Left
103.007	Right
103.641	Down
104.303	Up
104.49	Left
106.066	Up
106.253	Left
106.505	Right
106.738	Right
107.839	Left
108.063	Up
108.492	Right
109.285	Up
109.471	Left
109.723	Right
109.956	Right
110.115	Right
110.591	Left
112.149	Right,3.563
114.191	Right
117.746	Left
118.184	Right
118.632	Left
119.07	Right
119.509	Left
119.947	Right
120.385	Left
120.824	Right
121.262	Down
121.71	Up
122.149	Left
122.596	Down
123.025	Right
123.473	Down
123.912	Up
124.35	Left
128.305	Right
128.716	Up
129.191	Down
129.63	Left
130.059	Down
130.292	Down
130.507	Down
130.731	Down
130.954	Up
131.169	Up
131.384	Up
131.607	Up
131.831	Left
132.27	Right
132.746	Right
133.156	Down
133.585	Left
133.809	Up
134.024	Down
134.247	Left
134.471	Right
134.686	Down
134.91	Left
135.348	Left
135.787	Left
136.01	Down
136.225	Left
136.449	Right
136.673	Left
136.887	Right
137.111	Down
137.326	Down
137.55	Down
137.774	Down
137.988	Up
138.212	Up
138.436	Up
138.65	Up
139.751	Left
140.078	Up
140.413	Right
