2.054	Left
3.439	Up
4.241	Left
5.293	Right
5.749	Left
6.211	Down
7.134	Left
7.951	Up
8.518	Left
9.442	Right
9.903	Left
10.355	Up
10.817	Right
11.288	Down
11.634	Up
12.201	Left
12.663	Right
13.134	Down
13.586	Left
14.047	Right
14.518	Up
14.98	Left
15.432	Up
15.893	Right
16.817	Left
17.22	Up
17.74	Down
18.201	Right
18.663	Up
19.124	Left
19.586	Right
20.509	Left
20.97	Up
21.432	Right
21.884	Down
22.355	Left
22.47	Left
22.595	Left
22.701	Left
22.817	Left
22.932	Left
23.047	Right
23.172	Right
23.278	Right
23.393	Right
23.509	Right
23.624	Right
23.74	Right
23.865	Right
24.653	Left
25.124	Down
25.576	Up
26.038	Right
26.49	Down
26.961	Up
27.413	Right
27.884	Left
29.268	Left
29.73	Up
30.182	Right
30.643	Left
31.105	Down
31.576	Left
32.49	Left
33.422	Down
33.759	Left
34.336	Left
34.557	Down
34.797	Left
35.028	Down
35.249	Right
36.643	Up
37.095	Left
37.557	Left
38.018	Down
38.47	Right
38.942	Left
39.865	Right
40.788	Up
41.48	Down
45.845	Left
46.297	Right
46.778	Right
47.23	Down
47.692	Up
48.499	Right
49.297	Left
50.682	Left
50.913	Up
51.836	Right
52.518	Down
52.759	Right
54.134	Left
54.624	Up
55.547	Right
56.009	Left
58.778	Down
59.23	Down
60.384	Right
60.605	Right
61.067	Down
61.538	Up
61.999	Left
62.922	Down
63.836	Right
64.297	Down
64.759	Up
65.22	Right
66.605	Left
66.826	Left
67.057	Left
68.442	Left
68.913	Down
69.374	Up
69.836	Right
70.278	Left
70.634	Right
71.22	Down
71.682	Right
72.124	Up
73.047	Left
73.499	Up
73.99	Right
74.422	Left
75.807	Left
76.268	Down
76.759	Up
77.192	Left
77.682	Right
78.115	Up
78.345	Right
78.567	Left
79.509	Right
79.97	Down
80.451	Right
80.913	Left
81.836	Left
82.297	Up
82.759	Right
83.47	Down
83.922	Left
85.057	Left
85.99	Up
86.903	Down
87.374	Right
88.759	Up
89.22	Up
90.605	Left
91.057	Up
91.528	Right
91.98	Left
94.278	Left
94.759	Up
95.22	Right,5
97.99	Left
98.451	Right,6
105.374	Left
107.22	Up
107.518	Left
107.99	Right
108.605	Up
108.932	Left
110.913	Up
111.268	Left
111.643	Up
112.749	Up
114.586	Up
116.422	Left
117.057	Left
117.345	Left
118.268	Left
118.942	Left
119.422	Left
120.143	Left,7
120.143	Right,7
123.836	Left
124.759	Right
127.528	Left,7
127.528	Right,7
131.192	Left
131.528	Right
131.836	Down
132.105	Left
132.461	Up
