8.362	Left
9.404	Left
10.414	Left
11.362	Left
12.362	Left
13.185	Left
14.05	Left
15.435	Left
15.904	Left
16.352	Left
16.81	Left
17.716	Left
18.175	Left
18.622	Left
19.081	Left
19.987	Left
20.445	Left
20.893	Left
21.81	Left
22.258	Left
22.716	Left
23.164	Left
23.622	Left
24.081	Left
24.529	Left
24.987	Left
25.904	Left
26.352	Left
26.81	Left
27.716	Left
29.987	Left
30.445	Left
30.893	Left
31.122	Left
31.352	Left
31.581	Left
31.81	Left
32.258	Left
32.622	Left
32.945	Left
33.164	Left
34.081	Left
34.31	Left
34.529	Left
34.758	Left
34.987	Left
35.216	Left
35.435	Left
36.352	Left
36.581	Left
36.81	Left
37.722	Left
38.167	Left
38.404	Left
38.621	Left
38.849	Left
39.076	Left
39.985	Left
40.44	Left
40.894	Left
41.576	Left
41.718	Left
41.803	Left
42.04	Left
42.258	Left
42.495	Left
42.712	Left
43.167	Left
44.531	Left
44.985	Left
45.667	Left
45.894	Left
46.131	Left
46.803	Left
48.167	Left
48.621	Left
48.849	Left
49.076	Left
49.303	Left
49.767	Left
49.985	Left
50.44	Left
50.809	Left
51.121	Left
52.258	Left
52.712	Left
52.94	Left
53.167	Left
53.394	Left
54.076	Left
54.531	Left
54.767	Left
54.985	Left
55.894	Left
56.349	Left
56.803	Left
57.031	Left
57.722	Left
58.167	Left
59.076	Left
59.985	Left
60.44	Left
60.894	Left
61.803	Left
62.258	Left
62.712	Left
63.167	Left
64.076	Left
64.531	Left
64.985	Left
65.894	Left
66.339	Left
66.803	Left
67.722	Left
68.621	Left
69.076	Left
70.44	Left
70.894	Left
72.788	Left
73.3	Left
75.307	Left
76.207	Left
78.943	Left
80.743	Left
81.661	Left
83.688	Left
87.558	Left
88.02	Left
88.827	Left
89.154	Left
89.827	Left
90.058	Left
93.462	Left
94.145	Left
95.51	Left
96.424	Left
97.789	Left
100.058	Left
101.645	Left
101.876	Left
102.558	Left
103.462	Left
104.126	Left
104.741	Left
105.741	Left
106.193	Left
106.424	Left
106.654	Left
107.337	Left
107.558	Left
107.789	Left
107.981	Left
108.472	Left
109.154	Left
109.376	Left
109.827	Left
110.058	Left
110.654	Left
111.645	Left
111.876	Left
113.01	Left
113.462	Left
113.693	Left
114.058	Left
114.289	Left
114.606	Left
114.827	Left
115.289	Left
115.741	Left
115.972	Left
116.424	Left
117.106	Left
117.337	Left
117.558	Left
118.924	Left
119.376	Left
119.827	Left
120.058	Left
120.972	Left
121.193	Left
121.337	Left
121.424	Left
121.876	Left
122.558	Left
122.924	Left
123.462	Left
123.693	Left
124.376	Left
125.51	Left
126.193	Left
126.558	Left
127.106	Left
127.337	Left
127.558	Left
128.241	Left
128.924	Left
129.154	Left
130.51	Left
130.972	Left
